customer_id,first_name,last_name,email,signup_date,customer_type,acquisition_channel,country,region_id
300,Customer300,Canada,customer300@scrunchieshop.ca,2023-05-06,New,Organic,Canada,4
301,Customer301,Canada,customer301@scrunchieshop.ca,2024-03-26,New,Email,Canada,5
302,Customer302,Canada,customer302@scrunchieshop.ca,2023-06-22,New,Paid Ads,Canada,4
303,Customer303,Canada,customer303@scrunchieshop.ca,2024-10-14,Returning,Paid Ads,Canada,6
304,Customer304,Canada,customer304@scrunchieshop.ca,2023-08-08,New,Paid Ads,Canada,6
305,Customer305,Canada,customer305@scrunchieshop.ca,2024-09-29,Returning,Paid Ads,Canada,1
306,Customer306,Canada,customer306@scrunchieshop.ca,2023-02-27,VIP,Referral,Canada,4
307,Customer307,Canada,customer307@scrunchieshop.ca,2024-10-21,Returning,Email,Canada,5
308,Customer308,Canada,customer308@scrunchieshop.ca,2024-04-20,New,Organic,Canada,4
309,Customer309,Canada,customer309@scrunchieshop.ca,2024-03-31,New,Email,Canada,3
310,Customer310,Canada,customer310@scrunchieshop.ca,2023-12-27,New,Referral,Canada,3
311,Customer311,Canada,customer311@scrunchieshop.ca,2023-01-01,New,Paid Ads,Canada,5
312,Customer312,Canada,customer312@scrunchieshop.ca,2024-01-22,VIP,Referral,Canada,1
313,Customer313,Canada,customer313@scrunchieshop.ca,2023-12-14,New,Email,Canada,1
314,Customer314,Canada,customer314@scrunchieshop.ca,2023-07-09,New,Organic,Canada,6
315,Customer315,Canada,customer315@scrunchieshop.ca,2024-05-19,Returning,Referral,Canada,6
316,Customer316,Canada,customer316@scrunchieshop.ca,2023-07-10,Returning,Organic,Canada,2
317,Customer317,Canada,customer317@scrunchieshop.ca,2024-05-22,Returning,Referral,Canada,5
318,Customer318,Canada,customer318@scrunchieshop.ca,2024-01-04,New,Organic,Canada,4
319,Customer319,Canada,customer319@scrunchieshop.ca,2024-02-13,New,Organic,Canada,5
320,Customer320,Canada,customer320@scrunchieshop.ca,2023-04-27,Returning,Paid Ads,Canada,2
321,Customer321,Canada,customer321@scrunchieshop.ca,2023-05-14,New,Organic,Canada,6
322,Customer322,Canada,customer322@scrunchieshop.ca,2023-02-27,New,Paid Ads,Canada,5
323,Customer323,Canada,customer323@scrunchieshop.ca,2024-07-09,New,Email,Canada,5
324,Customer324,Canada,customer324@scrunchieshop.ca,2024-11-15,New,Email,Canada,6
325,Customer325,Canada,customer325@scrunchieshop.ca,2024-11-02,New,Paid Ads,Canada,2
326,Customer326,Canada,customer326@scrunchieshop.ca,2023-06-22,New,Paid Ads,Canada,6
327,Customer327,Canada,customer327@scrunchieshop.ca,2023-05-29,Returning,Referral,Canada,1
328,Customer328,Canada,customer328@scrunchieshop.ca,2023-03-21,Returning,Referral,Canada,4
329,Customer329,Canada,customer329@scrunchieshop.ca,2023-08-01,Returning,Referral,Canada,6
330,Customer330,Canada,customer330@scrunchieshop.ca,2023-07-22,New,Email,Canada,2
331,Customer331,Canada,customer331@scrunchieshop.ca,2023-08-17,New,Referral,Canada,3
332,Customer332,Canada,customer332@scrunchieshop.ca,2024-11-06,New,Organic,Canada,1
333,Customer333,Canada,customer333@scrunchieshop.ca,2023-08-15,Returning,Organic,Canada,3
334,Customer334,Canada,customer334@scrunchieshop.ca,2024-10-20,Returning,Referral,Canada,6
335,Customer335,Canada,customer335@scrunchieshop.ca,2024-06-15,New,Organic,Canada,1
336,Customer336,Canada,customer336@scrunchieshop.ca,2024-03-16,VIP,Email,Canada,4
337,Customer337,Canada,customer337@scrunchieshop.ca,2024-02-06,New,Organic,Canada,6
338,Customer338,Canada,customer338@scrunchieshop.ca,2023-02-16,Returning,Email,Canada,4
339,Customer339,Canada,customer339@scrunchieshop.ca,2023-08-21,Returning,Paid Ads,Canada,5
340,Customer340,Canada,customer340@scrunchieshop.ca,2023-11-01,VIP,Paid Ads,Canada,3
341,Customer341,Canada,customer341@scrunchieshop.ca,2024-06-09,Returning,Paid Ads,Canada,1
342,Customer342,Canada,customer342@scrunchieshop.ca,2023-05-23,Returning,Paid Ads,Canada,4
343,Customer343,Canada,customer343@scrunchieshop.ca,2024-02-19,New,Organic,Canada,2
344,Customer344,Canada,customer344@scrunchieshop.ca,2024-05-27,Returning,Referral,Canada,4
345,Customer345,Canada,customer345@scrunchieshop.ca,2024-01-08,New,Organic,Canada,2
346,Customer346,Canada,customer346@scrunchieshop.ca,2024-07-19,VIP,Email,Canada,6
347,Customer347,Canada,customer347@scrunchieshop.ca,2023-09-16,Returning,Organic,Canada,1
348,Customer348,Canada,customer348@scrunchieshop.ca,2024-10-17,Returning,Organic,Canada,4
349,Customer349,Canada,customer349@scrunchieshop.ca,2024-04-15,New,Email,Canada,4
350,Customer350,Canada,customer350@scrunchieshop.ca,2023-01-12,Returning,Paid Ads,Canada,1
351,Customer351,Canada,customer351@scrunchieshop.ca,2023-11-26,Returning,Paid Ads,Canada,4
352,Customer352,Canada,customer352@scrunchieshop.ca,2023-12-24,Returning,Paid Ads,Canada,2
353,Customer353,Canada,customer353@scrunchieshop.ca,2024-02-12,New,Referral,Canada,4
354,Customer354,Canada,customer354@scrunchieshop.ca,2024-10-29,New,Email,Canada,3
355,Customer355,Canada,customer355@scrunchieshop.ca,2024-01-08,New,Email,Canada,6
356,Customer356,Canada,customer356@scrunchieshop.ca,2023-01-08,New,Organic,Canada,5
357,Customer357,Canada,customer357@scrunchieshop.ca,2023-05-02,VIP,Referral,Canada,2
358,Customer358,Canada,customer358@scrunchieshop.ca,2023-12-14,New,Paid Ads,Canada,3
359,Customer359,Canada,customer359@scrunchieshop.ca,2024-11-06,VIP,Referral,Canada,6
360,Customer360,Canada,customer360@scrunchieshop.ca,2023-03-31,New,Email,Canada,1
361,Customer361,Canada,customer361@scrunchieshop.ca,2024-10-09,New,Email,Canada,2
362,Customer362,Canada,customer362@scrunchieshop.ca,2024-11-28,Returning,Organic,Canada,5
363,Customer363,Canada,customer363@scrunchieshop.ca,2023-11-12,Returning,Organic,Canada,6
364,Customer364,Canada,customer364@scrunchieshop.ca,2023-06-27,New,Email,Canada,5
365,Customer365,Canada,customer365@scrunchieshop.ca,2024-06-23,Returning,Paid Ads,Canada,1
366,Customer366,Canada,customer366@scrunchieshop.ca,2023-02-10,Returning,Paid Ads,Canada,1
367,Customer367,Canada,customer367@scrunchieshop.ca,2024-12-04,New,Referral,Canada,2
368,Customer368,Canada,customer368@scrunchieshop.ca,2024-05-16,VIP,Email,Canada,4
369,Customer369,Canada,customer369@scrunchieshop.ca,2023-05-25,VIP,Email,Canada,1
370,Customer370,Canada,customer370@scrunchieshop.ca,2023-07-20,Returning,Paid Ads,Canada,6
371,Customer371,Canada,customer371@scrunchieshop.ca,2024-04-05,New,Paid Ads,Canada,4
372,Customer372,Canada,customer372@scrunchieshop.ca,2024-07-11,Returning,Email,Canada,3
373,Customer373,Canada,customer373@scrunchieshop.ca,2024-06-30,New,Organic,Canada,5
374,Customer374,Canada,customer374@scrunchieshop.ca,2023-09-10,New,Email,Canada,4
375,Customer375,Canada,customer375@scrunchieshop.ca,2024-01-25,New,Email,Canada,5
376,Customer376,Canada,customer376@scrunchieshop.ca,2024-08-16,New,Paid Ads,Canada,4
377,Customer377,Canada,customer377@scrunchieshop.ca,2023-09-13,VIP,Paid Ads,Canada,3
378,Customer378,Canada,customer378@scrunchieshop.ca,2024-12-09,Returning,Organic,Canada,1
379,Customer379,Canada,customer379@scrunchieshop.ca,2024-03-25,Returning,Organic,Canada,3
380,Customer380,Canada,customer380@scrunchieshop.ca,2023-01-10,New,Referral,Canada,1
381,Customer381,Canada,customer381@scrunchieshop.ca,2023-08-30,New,Email,Canada,1
382,Customer382,Canada,customer382@scrunchieshop.ca,2023-09-08,New,Paid Ads,Canada,5
383,Customer383,Canada,customer383@scrunchieshop.ca,2023-01-05,VIP,Organic,Canada,6
384,Customer384,Canada,customer384@scrunchieshop.ca,2023-04-29,New,Referral,Canada,3
385,Customer385,Canada,customer385@scrunchieshop.ca,2024-01-09,VIP,Referral,Canada,4
386,Customer386,Canada,customer386@scrunchieshop.ca,2023-03-06,Returning,Paid Ads,Canada,3
387,Customer387,Canada,customer387@scrunchieshop.ca,2023-05-26,New,Paid Ads,Canada,5
388,Customer388,Canada,customer388@scrunchieshop.ca,2023-08-12,Returning,Referral,Canada,1
389,Customer389,Canada,customer389@scrunchieshop.ca,2023-08-27,New,Organic,Canada,5
390,Customer390,Canada,customer390@scrunchieshop.ca,2023-06-26,VIP,Referral,Canada,2
391,Customer391,Canada,customer391@scrunchieshop.ca,2023-10-09,VIP,Email,Canada,2
392,Customer392,Canada,customer392@scrunchieshop.ca,2023-03-04,New,Email,Canada,4
393,Customer393,Canada,customer393@scrunchieshop.ca,2023-08-05,New,Paid Ads,Canada,5
394,Customer394,Canada,customer394@scrunchieshop.ca,2024-11-19,Returning,Organic,Canada,4
395,Customer395,Canada,customer395@scrunchieshop.ca,2024-04-05,VIP,Organic,Canada,4
396,Customer396,Canada,customer396@scrunchieshop.ca,2024-09-01,New,Email,Canada,2
397,Customer397,Canada,customer397@scrunchieshop.ca,2023-04-15,Returning,Referral,Canada,4
398,Customer398,Canada,customer398@scrunchieshop.ca,2023-04-09,Returning,Paid Ads,Canada,2
399,Customer399,Canada,customer399@scrunchieshop.ca,2024-05-25,Returning,Referral,Canada,1
400,Customer400,Canada,customer400@scrunchieshop.ca,2024-01-20,New,Referral,Canada,5
401,Customer401,Canada,customer401@scrunchieshop.ca,2024-02-09,Returning,Referral,Canada,4
402,Customer402,Canada,customer402@scrunchieshop.ca,2024-06-01,VIP,Organic,Canada,2
403,Customer403,Canada,customer403@scrunchieshop.ca,2024-04-20,New,Email,Canada,3
404,Customer404,Canada,customer404@scrunchieshop.ca,2024-12-09,New,Organic,Canada,4
405,Customer405,Canada,customer405@scrunchieshop.ca,2024-10-06,VIP,Email,Canada,6
406,Customer406,Canada,customer406@scrunchieshop.ca,2024-03-12,New,Paid Ads,Canada,1
407,Customer407,Canada,customer407@scrunchieshop.ca,2023-01-23,VIP,Paid Ads,Canada,1
408,Customer408,Canada,customer408@scrunchieshop.ca,2024-07-18,New,Referral,Canada,3
409,Customer409,Canada,customer409@scrunchieshop.ca,2024-11-07,New,Email,Canada,2
410,Customer410,Canada,customer410@scrunchieshop.ca,2024-12-14,VIP,Email,Canada,4
411,Customer411,Canada,customer411@scrunchieshop.ca,2024-04-02,New,Email,Canada,2
412,Customer412,Canada,customer412@scrunchieshop.ca,2023-03-24,Returning,Referral,Canada,1
413,Customer413,Canada,customer413@scrunchieshop.ca,2023-05-25,New,Referral,Canada,2
414,Customer414,Canada,customer414@scrunchieshop.ca,2023-03-26,Returning,Paid Ads,Canada,1
415,Customer415,Canada,customer415@scrunchieshop.ca,2023-03-19,New,Organic,Canada,2
416,Customer416,Canada,customer416@scrunchieshop.ca,2024-04-01,New,Email,Canada,3
417,Customer417,Canada,customer417@scrunchieshop.ca,2023-01-01,VIP,Email,Canada,5
418,Customer418,Canada,customer418@scrunchieshop.ca,2023-02-20,New,Organic,Canada,3
419,Customer419,Canada,customer419@scrunchieshop.ca,2024-11-15,Returning,Email,Canada,3
420,Customer420,Canada,customer420@scrunchieshop.ca,2024-12-17,New,Referral,Canada,5
421,Customer421,Canada,customer421@scrunchieshop.ca,2024-03-21,Returning,Referral,Canada,5
422,Customer422,Canada,customer422@scrunchieshop.ca,2024-03-24,New,Email,Canada,4
423,Customer423,Canada,customer423@scrunchieshop.ca,2024-05-02,VIP,Referral,Canada,4
424,Customer424,Canada,customer424@scrunchieshop.ca,2023-02-03,New,Referral,Canada,3
425,Customer425,Canada,customer425@scrunchieshop.ca,2023-12-14,New,Email,Canada,3
426,Customer426,Canada,customer426@scrunchieshop.ca,2023-04-05,New,Paid Ads,Canada,1
427,Customer427,Canada,customer427@scrunchieshop.ca,2023-03-13,New,Organic,Canada,1
428,Customer428,Canada,customer428@scrunchieshop.ca,2024-07-04,Returning,Referral,Canada,4
429,Customer429,Canada,customer429@scrunchieshop.ca,2023-06-03,New,Paid Ads,Canada,6
430,Customer430,Canada,customer430@scrunchieshop.ca,2023-09-07,Returning,Referral,Canada,6
431,Customer431,Canada,customer431@scrunchieshop.ca,2024-11-04,New,Referral,Canada,4
432,Customer432,Canada,customer432@scrunchieshop.ca,2024-03-13,New,Organic,Canada,1
433,Customer433,Canada,customer433@scrunchieshop.ca,2023-04-28,Returning,Referral,Canada,1
434,Customer434,Canada,customer434@scrunchieshop.ca,2023-11-02,Returning,Organic,Canada,6
435,Customer435,Canada,customer435@scrunchieshop.ca,2023-09-25,New,Organic,Canada,2
436,Customer436,Canada,customer436@scrunchieshop.ca,2023-02-23,New,Organic,Canada,2
437,Customer437,Canada,customer437@scrunchieshop.ca,2023-08-24,New,Paid Ads,Canada,1
438,Customer438,Canada,customer438@scrunchieshop.ca,2024-01-24,Returning,Email,Canada,2
439,Customer439,Canada,customer439@scrunchieshop.ca,2024-02-05,Returning,Paid Ads,Canada,5
440,Customer440,Canada,customer440@scrunchieshop.ca,2024-09-15,New,Email,Canada,4
441,Customer441,Canada,customer441@scrunchieshop.ca,2023-10-30,Returning,Email,Canada,4
442,Customer442,Canada,customer442@scrunchieshop.ca,2023-07-26,Returning,Organic,Canada,1
443,Customer443,Canada,customer443@scrunchieshop.ca,2023-08-17,Returning,Referral,Canada,3
444,Customer444,Canada,customer444@scrunchieshop.ca,2024-07-31,VIP,Organic,Canada,6
445,Customer445,Canada,customer445@scrunchieshop.ca,2023-03-16,New,Referral,Canada,1
446,Customer446,Canada,customer446@scrunchieshop.ca,2024-03-10,New,Email,Canada,2
447,Customer447,Canada,customer447@scrunchieshop.ca,2023-04-13,New,Organic,Canada,6
448,Customer448,Canada,customer448@scrunchieshop.ca,2024-02-26,New,Referral,Canada,3
449,Customer449,Canada,customer449@scrunchieshop.ca,2024-12-04,Returning,Paid Ads,Canada,2
450,Customer450,Canada,customer450@scrunchieshop.ca,2023-11-02,VIP,Referral,Canada,5
451,Customer451,Canada,customer451@scrunchieshop.ca,2023-04-08,New,Organic,Canada,2
452,Customer452,Canada,customer452@scrunchieshop.ca,2023-12-01,New,Paid Ads,Canada,5
453,Customer453,Canada,customer453@scrunchieshop.ca,2024-03-10,New,Referral,Canada,6
454,Customer454,Canada,customer454@scrunchieshop.ca,2024-03-22,VIP,Referral,Canada,5
455,Customer455,Canada,customer455@scrunchieshop.ca,2023-11-04,New,Referral,Canada,6
456,Customer456,Canada,customer456@scrunchieshop.ca,2023-09-06,Returning,Referral,Canada,6
457,Customer457,Canada,customer457@scrunchieshop.ca,2023-06-15,New,Referral,Canada,6
458,Customer458,Canada,customer458@scrunchieshop.ca,2024-04-25,New,Paid Ads,Canada,6
459,Customer459,Canada,customer459@scrunchieshop.ca,2023-12-01,VIP,Email,Canada,6
460,Customer460,Canada,customer460@scrunchieshop.ca,2024-06-25,VIP,Paid Ads,Canada,2
461,Customer461,Canada,customer461@scrunchieshop.ca,2023-04-16,New,Paid Ads,Canada,6
462,Customer462,Canada,customer462@scrunchieshop.ca,2024-07-16,VIP,Paid Ads,Canada,2
463,Customer463,Canada,customer463@scrunchieshop.ca,2023-03-22,Returning,Email,Canada,6
464,Customer464,Canada,customer464@scrunchieshop.ca,2023-05-13,VIP,Organic,Canada,5
465,Customer465,Canada,customer465@scrunchieshop.ca,2023-05-18,New,Email,Canada,6
466,Customer466,Canada,customer466@scrunchieshop.ca,2023-07-03,Returning,Paid Ads,Canada,3
467,Customer467,Canada,customer467@scrunchieshop.ca,2024-02-05,New,Referral,Canada,6
468,Customer468,Canada,customer468@scrunchieshop.ca,2023-11-26,Returning,Referral,Canada,6
469,Customer469,Canada,customer469@scrunchieshop.ca,2024-05-22,New,Paid Ads,Canada,5
470,Customer470,Canada,customer470@scrunchieshop.ca,2023-03-10,New,Referral,Canada,4
471,Customer471,Canada,customer471@scrunchieshop.ca,2024-06-29,New,Paid Ads,Canada,5
472,Customer472,Canada,customer472@scrunchieshop.ca,2023-02-22,Returning,Referral,Canada,3
473,Customer473,Canada,customer473@scrunchieshop.ca,2024-03-25,New,Email,Canada,4
474,Customer474,Canada,customer474@scrunchieshop.ca,2023-07-24,Returning,Organic,Canada,1
475,Customer475,Canada,customer475@scrunchieshop.ca,2023-05-06,VIP,Organic,Canada,1
476,Customer476,Canada,customer476@scrunchieshop.ca,2023-02-12,New,Email,Canada,3
477,Customer477,Canada,customer477@scrunchieshop.ca,2023-04-21,Returning,Email,Canada,5
478,Customer478,Canada,customer478@scrunchieshop.ca,2024-10-24,New,Paid Ads,Canada,2
479,Customer479,Canada,customer479@scrunchieshop.ca,2023-07-02,VIP,Paid Ads,Canada,3
480,Customer480,Canada,customer480@scrunchieshop.ca,2023-04-05,New,Paid Ads,Canada,4
481,Customer481,Canada,customer481@scrunchieshop.ca,2024-01-09,Returning,Referral,Canada,4
482,Customer482,Canada,customer482@scrunchieshop.ca,2024-06-03,Returning,Paid Ads,Canada,6
483,Customer483,Canada,customer483@scrunchieshop.ca,2023-12-26,VIP,Email,Canada,1
484,Customer484,Canada,customer484@scrunchieshop.ca,2024-11-26,Returning,Organic,Canada,4
485,Customer485,Canada,customer485@scrunchieshop.ca,2023-10-08,New,Referral,Canada,3
486,Customer486,Canada,customer486@scrunchieshop.ca,2023-07-14,Returning,Paid Ads,Canada,4
487,Customer487,Canada,customer487@scrunchieshop.ca,2023-07-14,VIP,Referral,Canada,3
488,Customer488,Canada,customer488@scrunchieshop.ca,2024-10-28,Returning,Referral,Canada,2
489,Customer489,Canada,customer489@scrunchieshop.ca,2023-04-03,New,Paid Ads,Canada,6
490,Customer490,Canada,customer490@scrunchieshop.ca,2024-11-02,VIP,Referral,Canada,1
491,Customer491,Canada,customer491@scrunchieshop.ca,2023-03-02,Returning,Organic,Canada,4
492,Customer492,Canada,customer492@scrunchieshop.ca,2024-09-25,Returning,Email,Canada,3
493,Customer493,Canada,customer493@scrunchieshop.ca,2023-02-20,New,Email,Canada,5
494,Customer494,Canada,customer494@scrunchieshop.ca,2024-02-07,Returning,Organic,Canada,1
495,Customer495,Canada,customer495@scrunchieshop.ca,2023-01-05,New,Referral,Canada,2
496,Customer496,Canada,customer496@scrunchieshop.ca,2024-04-10,Returning,Paid Ads,Canada,3
497,Customer497,Canada,customer497@scrunchieshop.ca,2024-08-26,New,Referral,Canada,6
498,Customer498,Canada,customer498@scrunchieshop.ca,2024-11-12,Returning,Organic,Canada,6
499,Customer499,Canada,customer499@scrunchieshop.ca,2024-06-17,VIP,Referral,Canada,2
500,Customer500,Canada,customer500@scrunchieshop.ca,2024-02-09,New,Email,Canada,2
501,Customer501,Canada,customer501@scrunchieshop.ca,2024-05-27,VIP,Referral,Canada,6
502,Customer502,Canada,customer502@scrunchieshop.ca,2024-10-06,New,Organic,Canada,4
503,Customer503,Canada,customer503@scrunchieshop.ca,2023-08-21,VIP,Email,Canada,4
504,Customer504,Canada,customer504@scrunchieshop.ca,2024-06-07,Returning,Referral,Canada,3
505,Customer505,Canada,customer505@scrunchieshop.ca,2023-12-12,Returning,Referral,Canada,5
506,Customer506,Canada,customer506@scrunchieshop.ca,2023-02-15,Returning,Email,Canada,3
507,Customer507,Canada,customer507@scrunchieshop.ca,2024-06-29,VIP,Paid Ads,Canada,5
508,Customer508,Canada,customer508@scrunchieshop.ca,2023-03-19,New,Email,Canada,2
509,Customer509,Canada,customer509@scrunchieshop.ca,2023-03-14,New,Paid Ads,Canada,1
510,Customer510,Canada,customer510@scrunchieshop.ca,2023-09-06,Returning,Organic,Canada,3
511,Customer511,Canada,customer511@scrunchieshop.ca,2023-02-16,Returning,Organic,Canada,3
512,Customer512,Canada,customer512@scrunchieshop.ca,2023-05-01,Returning,Email,Canada,5
513,Customer513,Canada,customer513@scrunchieshop.ca,2023-08-02,Returning,Email,Canada,2
514,Customer514,Canada,customer514@scrunchieshop.ca,2023-08-27,New,Organic,Canada,2
515,Customer515,Canada,customer515@scrunchieshop.ca,2023-02-25,Returning,Paid Ads,Canada,5
516,Customer516,Canada,customer516@scrunchieshop.ca,2023-12-16,New,Organic,Canada,2
517,Customer517,Canada,customer517@scrunchieshop.ca,2023-04-17,Returning,Email,Canada,6
518,Customer518,Canada,customer518@scrunchieshop.ca,2023-02-17,New,Organic,Canada,4
519,Customer519,Canada,customer519@scrunchieshop.ca,2024-07-26,New,Email,Canada,6
520,Customer520,Canada,customer520@scrunchieshop.ca,2023-12-03,New,Email,Canada,1
521,Customer521,Canada,customer521@scrunchieshop.ca,2023-01-26,New,Organic,Canada,3
522,Customer522,Canada,customer522@scrunchieshop.ca,2023-09-14,Returning,Paid Ads,Canada,1
523,Customer523,Canada,customer523@scrunchieshop.ca,2023-01-08,New,Referral,Canada,3
524,Customer524,Canada,customer524@scrunchieshop.ca,2024-09-16,New,Organic,Canada,4
525,Customer525,Canada,customer525@scrunchieshop.ca,2023-09-10,New,Referral,Canada,2
526,Customer526,Canada,customer526@scrunchieshop.ca,2024-11-22,New,Organic,Canada,6
527,Customer527,Canada,customer527@scrunchieshop.ca,2024-12-19,New,Referral,Canada,5
528,Customer528,Canada,customer528@scrunchieshop.ca,2023-10-30,New,Paid Ads,Canada,6
529,Customer529,Canada,customer529@scrunchieshop.ca,2024-09-30,Returning,Paid Ads,Canada,4
530,Customer530,Canada,customer530@scrunchieshop.ca,2023-02-25,Returning,Organic,Canada,1
531,Customer531,Canada,customer531@scrunchieshop.ca,2024-06-09,Returning,Email,Canada,5
532,Customer532,Canada,customer532@scrunchieshop.ca,2024-04-18,New,Referral,Canada,2
533,Customer533,Canada,customer533@scrunchieshop.ca,2023-01-28,New,Email,Canada,4
534,Customer534,Canada,customer534@scrunchieshop.ca,2023-03-19,VIP,Email,Canada,5
535,Customer535,Canada,customer535@scrunchieshop.ca,2023-08-04,Returning,Email,Canada,4
536,Customer536,Canada,customer536@scrunchieshop.ca,2024-01-21,New,Paid Ads,Canada,4
537,Customer537,Canada,customer537@scrunchieshop.ca,2023-12-31,New,Organic,Canada,2
538,Customer538,Canada,customer538@scrunchieshop.ca,2024-10-27,New,Organic,Canada,3
539,Customer539,Canada,customer539@scrunchieshop.ca,2024-06-09,New,Paid Ads,Canada,5
540,Customer540,Canada,customer540@scrunchieshop.ca,2024-11-29,New,Paid Ads,Canada,2
541,Customer541,Canada,customer541@scrunchieshop.ca,2023-11-08,Returning,Organic,Canada,4
542,Customer542,Canada,customer542@scrunchieshop.ca,2023-01-07,Returning,Email,Canada,2
543,Customer543,Canada,customer543@scrunchieshop.ca,2023-01-03,Returning,Referral,Canada,3
544,Customer544,Canada,customer544@scrunchieshop.ca,2024-09-14,Returning,Referral,Canada,6
545,Customer545,Canada,customer545@scrunchieshop.ca,2023-12-29,Returning,Referral,Canada,5
546,Customer546,Canada,customer546@scrunchieshop.ca,2024-05-22,Returning,Email,Canada,3
547,Customer547,Canada,customer547@scrunchieshop.ca,2023-10-01,VIP,Organic,Canada,1
548,Customer548,Canada,customer548@scrunchieshop.ca,2024-05-20,New,Paid Ads,Canada,5
549,Customer549,Canada,customer549@scrunchieshop.ca,2023-01-15,New,Organic,Canada,3
550,Customer550,Canada,customer550@scrunchieshop.ca,2023-07-11,New,Email,Canada,4
551,Customer551,Canada,customer551@scrunchieshop.ca,2024-09-22,Returning,Paid Ads,Canada,5
552,Customer552,Canada,customer552@scrunchieshop.ca,2024-04-29,VIP,Email,Canada,5
553,Customer553,Canada,customer553@scrunchieshop.ca,2023-01-28,New,Referral,Canada,2
554,Customer554,Canada,customer554@scrunchieshop.ca,2024-12-14,VIP,Referral,Canada,4
555,Customer555,Canada,customer555@scrunchieshop.ca,2023-02-08,New,Email,Canada,1
556,Customer556,Canada,customer556@scrunchieshop.ca,2023-09-30,VIP,Paid Ads,Canada,6
557,Customer557,Canada,customer557@scrunchieshop.ca,2023-08-19,New,Paid Ads,Canada,3
558,Customer558,Canada,customer558@scrunchieshop.ca,2023-03-27,New,Organic,Canada,2
559,Customer559,Canada,customer559@scrunchieshop.ca,2024-04-18,New,Referral,Canada,3
560,Customer560,Canada,customer560@scrunchieshop.ca,2023-05-06,New,Organic,Canada,1
561,Customer561,Canada,customer561@scrunchieshop.ca,2024-06-20,New,Organic,Canada,1
562,Customer562,Canada,customer562@scrunchieshop.ca,2023-05-25,New,Email,Canada,5
563,Customer563,Canada,customer563@scrunchieshop.ca,2024-06-08,Returning,Email,Canada,1
564,Customer564,Canada,customer564@scrunchieshop.ca,2023-07-31,Returning,Organic,Canada,3
565,Customer565,Canada,customer565@scrunchieshop.ca,2023-01-25,New,Referral,Canada,4
566,Customer566,Canada,customer566@scrunchieshop.ca,2024-08-02,Returning,Email,Canada,4
567,Customer567,Canada,customer567@scrunchieshop.ca,2024-01-29,Returning,Organic,Canada,5
568,Customer568,Canada,customer568@scrunchieshop.ca,2023-03-08,New,Organic,Canada,6
569,Customer569,Canada,customer569@scrunchieshop.ca,2023-08-21,New,Organic,Canada,3
570,Customer570,Canada,customer570@scrunchieshop.ca,2023-04-19,New,Organic,Canada,3
571,Customer571,Canada,customer571@scrunchieshop.ca,2023-05-26,New,Organic,Canada,1
572,Customer572,Canada,customer572@scrunchieshop.ca,2023-04-21,Returning,Organic,Canada,3
573,Customer573,Canada,customer573@scrunchieshop.ca,2023-08-16,New,Email,Canada,2
574,Customer574,Canada,customer574@scrunchieshop.ca,2023-04-21,Returning,Referral,Canada,6
575,Customer575,Canada,customer575@scrunchieshop.ca,2024-04-14,Returning,Organic,Canada,1
576,Customer576,Canada,customer576@scrunchieshop.ca,2023-02-03,New,Paid Ads,Canada,2
577,Customer577,Canada,customer577@scrunchieshop.ca,2024-09-14,Returning,Email,Canada,5
578,Customer578,Canada,customer578@scrunchieshop.ca,2024-01-04,New,Email,Canada,4
579,Customer579,Canada,customer579@scrunchieshop.ca,2024-08-17,VIP,Organic,Canada,5
580,Customer580,Canada,customer580@scrunchieshop.ca,2024-07-07,New,Email,Canada,4
581,Customer581,Canada,customer581@scrunchieshop.ca,2024-02-29,Returning,Organic,Canada,5
582,Customer582,Canada,customer582@scrunchieshop.ca,2024-09-04,Returning,Referral,Canada,3
583,Customer583,Canada,customer583@scrunchieshop.ca,2024-06-01,New,Referral,Canada,2
584,Customer584,Canada,customer584@scrunchieshop.ca,2024-11-22,Returning,Email,Canada,4
585,Customer585,Canada,customer585@scrunchieshop.ca,2023-10-09,VIP,Email,Canada,1
586,Customer586,Canada,customer586@scrunchieshop.ca,2023-11-16,Returning,Paid Ads,Canada,2
587,Customer587,Canada,customer587@scrunchieshop.ca,2024-03-18,Returning,Email,Canada,1
588,Customer588,Canada,customer588@scrunchieshop.ca,2023-11-11,VIP,Paid Ads,Canada,2
589,Customer589,Canada,customer589@scrunchieshop.ca,2024-01-12,New,Referral,Canada,2
590,Customer590,Canada,customer590@scrunchieshop.ca,2023-10-16,New,Referral,Canada,5
591,Customer591,Canada,customer591@scrunchieshop.ca,2024-03-12,Returning,Organic,Canada,4
592,Customer592,Canada,customer592@scrunchieshop.ca,2024-10-23,New,Referral,Canada,4
593,Customer593,Canada,customer593@scrunchieshop.ca,2023-10-04,Returning,Paid Ads,Canada,2
594,Customer594,Canada,customer594@scrunchieshop.ca,2024-12-10,VIP,Email,Canada,3
595,Customer595,Canada,customer595@scrunchieshop.ca,2024-08-04,New,Organic,Canada,3
596,Customer596,Canada,customer596@scrunchieshop.ca,2024-05-17,New,Paid Ads,Canada,1
597,Customer597,Canada,customer597@scrunchieshop.ca,2024-09-15,Returning,Email,Canada,1
598,Customer598,Canada,customer598@scrunchieshop.ca,2024-05-30,New,Organic,Canada,5
599,Customer599,Canada,customer599@scrunchieshop.ca,2023-12-16,Returning,Referral,Canada,2
